Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/11  01:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 01/11  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 01/11  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 01/11  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 01/11  05:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 01/11  06:00:00,109314487.99513,109314487.99513,60933675.1133363,15830927.3450227,44533202.0018108 
 01/11  07:00:00,301109799.360151,301109799.360151,191094314.062399,13651413.9213531,55180531.8783121 
 01/11  08:00:00,421460916.711917,421460916.711917,184229579.796178,39789768.4510498,95796493.4167736 
 01/11  09:00:00,454422480.368511,454422480.368511,176576820.676506,101173784.725358,204227663.759169 
 01/11  10:00:00,368575768.586598,368575768.586598,179056816.973726,96951890.1871392,174055806.616312 
 01/11  11:00:00,332497981.121445,332497981.121445,156337047.673711,96660690.5880898,167093070.352576 
 01/11  12:00:00,324600708.303011,324600708.303011,145217504.042666,96660690.5880898,174055806.616312 
 01/11  13:00:00,362769396.919417,362769396.919417,112545370.886092,96660690.5880898,177667514.306075 
 01/11  14:00:00,310881869.584855,310881869.584856,77664497.4953161,96660690.5880898,179858086.836092 
 01/11  15:00:00,296114891.439814,296114891.439814,55959849.2251336,97340173.5976022,167093070.352576 
 01/11  16:00:00,300648135.895813,300648135.895813,58320285.7046498,101901372.908769,167093070.352576 
 01/11  17:00:00,345103043.983941,345103043.983941,76348958.6847266,117873534.072572,177537174.74818 
 01/11  18:00:00,343751426.579234,343751426.579234,80930896.9447358,68257069.6067657,140923939.573165 
 01/11  19:00:00,243582101.670031,243582101.67003,83997350.064472,40954241.7640594,69106004.4057846 
 01/11  20:00:00,238094116.67393,238094116.67393,86309159.6171551,40954241.7640594,59822356.0541363 
 01/11  21:00:00,233168304.822139,233168304.822139,79912309.4255703,27302827.8427063,59822356.0541363 
 01/11  22:00:00,235646483.311164,235646483.311164,83492796.5584432,27302827.8427063,55180531.8783121 
 01/11  23:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 01/11  24:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 01/12  01:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 01/12  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 01/12  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 01/12  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 01/12  05:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 01/12  06:00:00,80258429.8383602,80258429.8383602,4597200.,15830927.3450227,44533202.0018108 
 01/12  07:00:00,262625039.182033,262625039.182033,111904050.614516,13651413.9213531,55180531.8783121 
 01/12  08:00:00,368537280.101005,368537280.101005,111246001.129323,37723135.878321,95796493.4167736 
 01/12  09:00:00,402582699.261547,402582699.261547,91783034.8134432,99345138.4605295,204227663.759169 
 01/12  10:00:00,362887028.097888,362887028.097888,99451780.2396254,98796164.1878223,174055806.616312 
 01/12  11:00:00,342397788.573783,342397788.573783,98071858.4236811,97367964.0341616,167093070.352576 
 01/12  12:00:00,337009149.879246,337009149.879246,93331263.6762595,96660690.5880898,174055806.616312 
 01/12  13:00:00,378133448.152502,378133448.152502,93532148.4940815,96660690.5880898,177667514.306075 
 01/12  14:00:00,334572979.332589,334572979.332589,87444067.113185,96720129.709093,179858086.836092 
 01/12  15:00:00,325233953.864038,325233953.864038,90214853.3565449,97772068.0843329,167093070.352576 
 01/12  16:00:00,338831075.798536,338831075.798536,94879497.1030475,105031522.477065,167093070.352576 
 01/12  17:00:00,385052837.40787,385052837.40787,108405763.293553,122062187.326333,177537174.74818 
 01/12  18:00:00,375427252.725459,375427252.725459,122150090.254066,68257069.6067657,140923939.573165 
 01/12  19:00:00,288368980.873708,288368980.873708,154413548.06109,40954241.7640594,69106004.4057846 
 01/12  20:00:00,279678946.341387,279678946.341387,180893430.776622,40954241.7640594,59822356.0541363 
 01/12  21:00:00,277828384.743217,277828384.743217,200575467.091509,27302827.8427063,59822356.0541363 
 01/12  22:00:00,285009789.239769,285009789.239769,212883594.708171,27302827.8427063,55180531.8783121 
 01/12  23:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 01/12  24:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 01/13  01:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 01/13  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 01/13  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 01/13  04:00:00,87494609.1830359,87494609.1830359,89573095.0962292,7915463.67251137,44533202.0018108 
 01/13  05:00:00,87624876.4470103,87624876.4470103,91782765.5524886,7915463.67251137,44533202.0018108 
 01/13  06:00:00,185227819.318571,185227819.318571,205516522.096427,15830927.3450227,44533202.0018108 
 01/13  07:00:00,388941112.967499,388941112.967499,298386289.330454,13651413.9213531,55180531.8783121 
 01/13  08:00:00,472585579.867099,472585579.867099,285920808.082503,37866727.1598843,95796493.4167736 
 01/13  09:00:00,461993065.466342,461993065.466342,275430459.582796,98917226.5491829,204227663.759169 
 01/13  10:00:00,357196645.452542,357196645.452542,262818545.055512,96660690.5880898,174055806.616312 
 01/13  11:00:00,332793719.08427,332793719.08427,243871382.595118,96660690.5880898,167093070.352576 
 01/13  12:00:00,338361690.11932,338361690.11932,226012515.37679,96660690.5880898,174055806.616312 
 01/13  13:00:00,380122109.739953,380122109.739953,207542467.883404,96660690.5880898,177667514.306075 
 01/13  14:00:00,331118312.520302,331118312.520302,210187548.837891,96660690.5880898,179858086.836092 
 01/13  15:00:00,315725477.393581,315725477.393581,206310055.795463,97167844.8355318,167093070.352576 
 01/13  16:00:00,359738906.775788,359738906.775788,220501823.412161,113692458.403737,167093070.352576 
 01/13  17:00:00,406789253.437724,406789253.437724,236315107.738849,122862725.292178,177537174.74818 
 01/13  18:00:00,392071148.777553,392071148.777553,234727452.954592,68257069.6067657,140923939.573165 
 01/13  19:00:00,306000497.85558,306000497.85558,243199260.483985,40954241.7640594,69106004.4057846 
 01/13  20:00:00,286572757.754497,286572757.754497,229345435.911583,40954241.7640594,59822356.0541363 
 01/13  21:00:00,281633541.911147,281633541.911147,226706063.046047,27302827.8427063,59822356.0541363 
 01/13  22:00:00,280659587.815378,280659587.815378,214996044.982628,27302827.8427063,55180531.8783121 
 01/13  23:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 01/13  24:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 01/14  01:00:00,61036195.0902863,61036195.0902863,4597200.,7915463.67251137,33399901.5013581 
 01/14  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/14  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/14  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/14  05:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/14  06:00:00,89429290.2185777,89429290.2185777,71708881.0585462,7915463.67251137,33399901.5013581 
 01/14  07:00:00,309168537.288183,309168537.288183,220626405.462337,13651413.9213531,55180531.8783121 
 01/14  08:00:00,360835433.184585,360835433.184585,196326399.696177,12964052.3888192,73747828.5816088 
 01/14  09:00:00,322105785.364965,322105785.364965,193499442.740768,33003140.0622053,85222049.4632748 
 01/14  10:00:00,304126941.367369,304126941.367369,189632150.916977,32396548.890384,93345241.7709671 
 01/14  11:00:00,285342851.476738,285342851.476738,189308921.888896,32220230.1960299,89863873.6390989 
 01/14  12:00:00,280295919.250797,280295919.250797,188035378.039793,32220230.1960299,97987065.9467912 
 01/14  13:00:00,238878038.189451,238878038.189451,181329213.12371,16110115.098015,72652542.3166 
 01/14  14:00:00,195528744.635629,195528744.635629,177159361.991704,16110115.098015,63368893.9649517 
 01/14  15:00:00,176771567.599737,176771567.599737,162872040.346756,16207184.0993739,57566613.7451715 
 01/14  16:00:00,180072431.872306,180072431.872306,170444692.540798,16748641.5460553,52924789.5693473 
 01/14  17:00:00,239135221.424831,239135221.424831,192758225.457145,19615869.4515937,54085245.6133033 
 01/14  18:00:00,98475664.32145,98475664.32145,218716488.480144,6825706.96067657,48348135.1724704 
 01/14  19:00:00,78390468.9441826,78390468.9441826,4597200.,6825706.96067657,41385398.9087341 
 01/14  20:00:00,71353669.0902863,71353669.0902863,4597200.,7915463.67251137,33399901.5013581 
 01/14  21:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/14  22:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/14  23:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/14  24:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/15  01:00:00,71075576.3272724,71075576.3272724,105651275.358078,7915463.67251137,33399901.5013581 
 01/15  02:00:00,73234537.9728226,73234537.9728226,105882797.849651,7915463.67251137,33399901.5013581 
 01/15  03:00:00,71540655.8851338,71540655.8851338,72525102.5980757,7915463.67251137,33399901.5013581 
 01/15  04:00:00,75455661.7365394,75455661.7365394,105992029.788379,7915463.67251137,33399901.5013581 
 01/15  05:00:00,75844932.1686213,75844932.1686213,102628308.856777,7915463.67251137,33399901.5013581 
 01/15  06:00:00,74396373.7089269,74396373.7089269,68788170.8993336,7915463.67251137,33399901.5013581 
 01/15  07:00:00,101733165.354246,101733165.354246,96371345.6869145,6825706.96067657,41385398.9087341 
 01/15  08:00:00,73842590.9911019,73842590.9911019,89306976.7941178,6338269.12222249,41385398.9087341 
 01/15  09:00:00,56389434.7080514,56389434.7080514,56398184.3580414,5511579.23045735,41385398.9087341 
 01/15  10:00:00,59135289.7597294,59135289.7597293,74139974.6100289,5382035.2979507,41385398.9087341 
 01/15  11:00:00,55919363.8687637,55919363.8687637,64174991.3257084,5370038.36600498,41385398.9087341 
 01/15  12:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 01/15  13:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 01/15  14:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 01/15  15:00:00,47795486.784704,47795486.784704,4597200.,5389518.7062872,41385398.9087341 
 01/15  16:00:00,47943917.9531145,47943917.9531145,4597200.,5537902.25637921,41385398.9087341 
 01/15  17:00:00,63583674.7244352,63583674.7244352,4597200.,6598212.71518634,41385398.9087341 
 01/15  18:00:00,78390468.9441826,78390468.9441826,4597200.,6825706.96067657,41385398.9087341 
 01/15  19:00:00,71353669.0902863,71353669.0902863,4597200.,7915463.67251137,33399901.5013581 
 01/15  20:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/15  21:00:00,75334291.7087899,75334291.7087899,43006526.5302229,7915463.67251137,33399901.5013581 
 01/15  22:00:00,76467849.3242226,76467849.3242226,48857328.4708243,7915463.67251137,33399901.5013581 
 01/15  23:00:00,77381812.0083803,77381812.0083803,47523161.3867068,7915463.67251137,33399901.5013581 
 01/15  24:00:00,82591914.7861256,82591914.7861256,71004357.3524168,7915463.67251137,33399901.5013581 
 01/16  01:00:00,72438941.6946531,72438941.6946531,75182168.1401002,7915463.67251137,33399901.5013581 
 01/16  02:00:00,70763853.230609,70763853.230609,54003286.1597137,7915463.67251137,33399901.5013581 
 01/16  03:00:00,80452724.9635527,80452724.9635527,81894078.7629301,7915463.67251137,33399901.5013581 
 01/16  04:00:00,77541267.2629452,77541267.2629452,79084732.0742734,7915463.67251137,33399901.5013581 
 01/16  05:00:00,73822685.1901917,73822685.1901917,52573284.0711591,7915463.67251137,33399901.5013581 
 01/16  06:00:00,83250369.8013504,83250369.8013504,76182256.0580031,7915463.67251137,33399901.5013581 
 01/16  07:00:00,95221079.1892937,95221079.1892937,74480744.2701979,6825706.96067657,41385398.9087341 
 01/16  08:00:00,67465646.7429859,67465646.7429859,50145363.1587015,6389016.2313393,41385398.9087341 
 01/16  09:00:00,60310792.716713,60310792.716713,66423742.3556031,5438051.56140505,41385398.9087341 
 01/16  10:00:00,53222139.6305941,53222139.6305941,38979511.7503419,5370038.36600498,41385398.9087341 
 01/16  11:00:00,49830134.489768,49830134.489768,19683218.6646427,5376642.71278312,41385398.9087341 
 01/16  12:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 01/16  13:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 01/16  14:00:00,47776004.9312081,47776004.9312081,4597200.,5370038.36600498,41385398.9087341 
 01/16  15:00:00,47795486.784704,47795486.784704,4597200.,5389518.7062872,41385398.9087341 
 01/16  16:00:00,47940230.9682223,47940230.9682223,4597200.,5534216.96079373,41385398.9087341 
 01/16  17:00:00,63661602.806786,63661602.806786,4597200.,6676105.07991122,41385398.9087341 
 01/16  18:00:00,78390468.9441826,78390468.9441826,4597200.,6825706.96067657,41385398.9087341 
 01/16  19:00:00,71353669.0902863,71353669.0902863,4597200.,7915463.67251137,33399901.5013581 
 01/16  20:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/16  21:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/16  22:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/16  23:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/16  24:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 01/17  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 01/17  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 01/17  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 01/17  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 01/17  05:00:00,77833450.5335284,77833450.5335284,30061107.1774603,7915463.67251137,44533202.0018108 
 01/17  06:00:00,90980128.1065106,90980128.1065106,45589722.7169328,15830927.3450227,44533202.0018108 
 01/17  07:00:00,448605970.643245,448605970.643245,122779262.736141,13651413.9213531,55180531.8783121 
 01/17  08:00:00,527861429.495547,527861429.495547,108039957.017816,37568623.956272,95796493.4167736 
 01/17  09:00:00,452893432.329093,452893432.329093,99795135.9147336,98917226.5491829,204227663.759169 
 01/17  10:00:00,360891745.578927,360891745.578927,66697870.2133045,96951890.1871392,174055806.616312 
 01/17  11:00:00,328469317.618415,328469317.618415,35091524.3181991,96660690.5880898,167093070.352576 
 01/17  12:00:00,324520645.946474,324520645.946474,24339734.426873,96660690.5880898,174055806.616312 
 01/17  13:00:00,329700797.365054,329700797.365054,29596849.637022,96660690.5880898,177667514.306075 
 01/17  14:00:00,311152194.054613,311152194.054613,29484983.3267694,96660690.5880898,179858086.836092 
 01/17  15:00:00,300612877.994057,300612877.994057,23006550.0656425,97712628.9633297,167093070.352576 
 01/17  16:00:00,305716336.040588,305716336.040589,18057944.955282,100555854.222029,167093070.352576 
 01/17  17:00:00,354659140.043004,354659140.043005,25076815.6685761,120169891.438402,177537174.74818 
 01/17  18:00:00,360151255.142918,360151255.142918,29214624.3172606,68257069.6067657,140923939.573165 
 01/17  19:00:00,262742029.903621,262742029.903621,35972988.3744498,40954241.7640594,69106004.4057846 
 01/17  20:00:00,257085963.980209,257085963.980209,36159800.5596214,40954241.7640594,59822356.0541363 
